product,verified,rating,date,author,content,title
Google - Nest Wifi AC2200 Mesh System Router and 2 Add-On Points (3-Pack) - Snow,1,5,23 Nov 2019,Rjatmplacement,Seems to work as they should. This was an easy install that took less than 10 min and very little reading of instructions. We really like that sleek and modern look which complimented our home decor.,Easy install
Google - Nest Wifi AC2200 Mesh System Router and 2 Add-On Points (3-Pack) - Snow,1,5,23 Nov 2019,Ralph,This product increases the range of your wifi dramatically.  We use this in a 2400 square foot house and have full bars everywhere.  Our yard is 1/2 acre and we have full bars on the entire property.,works great
Google - Nest Wifi AC2200 Mesh System Router and 2 Add-On Points (3-Pack) - Snow,1,5,23 Jun 2020,scotriani,"House is a ranch, 2700 sq. feet on the first floor, additional 1800 sq. feet of finished basement. Wifi router is on the north side of the house in the basement, south side of the house upstairs had sketchy connections. Put the router in the basement, one access point upstairs in the middle of the house and another one in a southerly bedroom and the whole house is rockin' full speed. Might add another access point to the garage area or nearer the pool but just to get a better connection - it still reaches out pretty far! Only complaint is that the access points are super expensive on their own.","So easy, so cool..."
Google - Nest Wifi AC2200 Mesh System Router and 2 Add-On Points (3-Pack) - Snow,1,5,23 Nov 2019,Benjango,I recently bought this with an surfboard modem and I could not be happier. I had the worst internet connect before I bought this. It’s been great ever since and easy to install and use.,Google
Google - Nest Wifi AC2200 Mesh System Router and 2 Add-On Points (3-Pack) - Snow,1,5,23 Nov 2019,AJ07,"it is simply awesome. my speed boost up and got coverage in entire house. Easy to setup and connect 2 Add-on points with router.

I disconnected my old router and connect new one in 15 minutes.",Google-Nest did great job
Google - Nest Wifi AC2200 Mesh System Router and 2 Add-On Points (3-Pack) - Snow,1,4,23 Jul 2020,Dutch,Overall I’m very pleased with the Nest WiFi AC2200 System.  It was very easy to set up and it gives me great coverage in our home and in the backyard.  The only issue I had was making it work with our 5 year old Bose SoundTouch WiFi radio.  The Bose radio will only work off the 5g router and not the points since they are 2.4 ghz.  Had to consult Bose to solve the problem.  It works great now but if I have a power failure the Bose SoundTouch tries to connect with one of the points.  To rectify I have to unplug the points which forces the SoundTouch to connect to the router.  After it connects I can plug the points back in and the system works as advertised.  Had I known this I may have purchased 2 routers instead of the Nest system.,Excellent product overall.
Google - Nest Wifi AC2200 Mesh System Router and 2 Add-On Points (3-Pack) - Snow,1,4,23 Oct 2020,boymom,"Good - easy to set-up
Bad - the range is not great compared to my old router. I don't get internet when I am outside on my phone (Iphone). Not sure why. My son who has an android, it works outside for him. We also have an older version of Roku stick for our TV, and it did not connect to the internet with this, had to get a newer version and it worked.",Google Nest Wifi Good and bad
Google - Nest Wifi AC2200 Mesh System Router and 2 Add-On Points (3-Pack) - Snow,1,5,19 Nov 2020,John,Great coverage for our 2500 sq ft home. I don't believe that we've lost wifi signal since we've had. Much better than the prior Orbi wifi system that we had.,Thumbs up
Google - Nest Wifi AC2200 Mesh System Router and 2 Add-On Points (3-Pack) - Snow,1,5,23 Nov 2019,LollieBell,What a great and easy way to set up your home wifi. We had some dead spots in our new home and this fixed it right up. We can even sit outside now and have wifi. Can’t go wrong here.,Great buy
Google - Nest Wifi AC2200 Mesh System Router and 2 Add-On Points (3-Pack) - Snow,1,4,22 Nov 2020,Time,"Love Google products.  They play friendly with other brands, unlike Apple products. The mesh system works great.  Cuts out a little bit sometimes in the backyard, even though 10 ft away from a mesh point, but still works great!",Works great!
Google - Nest Wifi AC2200 Mesh System Router and 2 Add-On Points (3-Pack) - Snow,1,4,23 Nov 2018,Dissatisfied,"Great routers, but overall not as speedy as my eero system. I would say these are great if you are in the Google ecosystem, but other than that I still feel like there are better choices at this price point, especially with the introduction of the new eero system with WiFi 6",Decent mesh system
Google - Nest Wifi AC2200 Mesh System Router and 2 Add-On Points (3-Pack) - Snow,1,5,23 May 2020,Primetek,"The new mesh network from Google adds speakers and voice control to every access point. It is more of a value proposition with the built in speakers, you might not need to position the access points where you want to position speakers but hey, is there, use it if you want or switch it off if you do not. From the point of view of strictly network devices, they have better connectivity than the original Google WiFi mesh nodes but the add-on points are missing the ethernet connections. That was a very useful feature to create wireless bridges to insular wired networks with the Google WiFi mesh. 
I suspect the power supplies modules are better and will last longer specially if not abused in speaker mode.",Better mesh plus voice control
Google - Nest Wifi AC2200 Mesh System Router and 2 Add-On Points (3-Pack) - Snow,1,5,23 Nov 2019,Denverdude,Improved my coverage throughout my home.  This was critical because my ISP options are very limited and all slow.  I couldn’t afford a weak signal making it worse.,Great
Google - Nest Wifi AC2200 Mesh System Router and 2 Add-On Points (3-Pack) - Snow,1,5,23 May 2020,MrBoomer,"Our wireless had always been spotty at best, even with Goggle fiber. After a lot of research and trying cheaper options we decided to the bite the bullet and spend the money. What a great buy. Our download and uploads are in the 120+ range all the time throughout our 2-story house. The set up was a little tricky, but I think that was more operator error than anything else. I would highly recommend it. One thing to keep in mind, and I just didn’t think about it, but this system creates a completely new network in your environment. So, anything you have connected to your existing network, will need to be moved to the new network. Not a deal breaker, just something to keep in mind.",Great Product-Well worth the money
Google - Nest Wifi AC2200 Mesh System Router and 2 Add-On Points (3-Pack) - Snow,1,5,23 Nov 2018,DrIding,Quick and easy setup. Integrated with all my devices and Google home equipment. Wifi covers the entire 4800-5000 square foot i need. With the option to add on if needed.,Great WiFi Mesh!
Google - Nest Wifi AC2200 Mesh System Router and 2 Add-On Points (3-Pack) - Snow,1,5,22 Nov 2020,SPMD,This is a must have in any double story home. It works great having one on each floor. Best router and extender set I've ever had!,Must-Have Item
Google - Nest Wifi AC2200 Mesh System Router and 2 Add-On Points (3-Pack) - Snow,1,5,23 Jun 2020,SimonGT,"This Google wifi system super stady on speed you will not losing any mb from your internet provider and fast really fast and easy to setup and manage from your phone you can do everything just like that I test to many routers and wifi systems this is definitely in the top of my list I been using it over a month no problem no drop of speed over cover and easy setup add point at any dead zone in your home if  need it, for me this one enough cover for my house over 2000sf 2 level  and fron and backyard  up to 20 ft for the the intery doors definitely recommend.",Really really good
Google - Nest Wifi AC2200 Mesh System Router and 2 Add-On Points (3-Pack) - Snow,1,5,20 Nov 2020,Scott,Love this mesh wifi system. Really easy to use and set up. Has greatly improved wifi access and speeds throughout my entire home.,Google mesh wifi
