product,verified,rating,date,author,content,title
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 May 2020,Preach,If you've ever been on the fence about getting one then you're already missing out. This is absolutely worth it especially during this time.,Absolutely love it!
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 Jun 2020,Applegirl,I bought these for my family members so I could see them instead of just talking on the phone with all of them.,Great product
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 Aug 2020,TheSamarei,Love the way camera keeps you in frame. Best way to video chat.,Easy to set up and use
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 Jun 2020,Brian,"For someone who has family that lives hours away, this product is great at helping stay close. Would highly recommend!",Great Portal
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 Feb 2020,Arnold,"We just started using it but so far we are enjoying it. Making video calls via messenger, Alexa was connected and controlling our Arlo cameras, using Spotify and photo album, still more to discover.",Wonderful
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,4,23 Jan 2020,Jess,"Good product but definitely requires good internet connection. Set up is easy but be prepared to do firmware update right away. That takes a while. After that, making calls is easy. I like being able to show photos while in standby mode. It doubles as a digital frame!",Good product
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 Jul 2020,Princess14,I love that I can see my sister that lives in other state,Nice and easy
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,4,23 Feb 2020,Moviebuff,Great calling/video system for the price. Plus all the music and app extras. With no directions it was a little hard to stop Alexa from playing music. Just need to do your own digging on set up. After that happy with the system.,Great for the value!
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,4,23 Aug 2020,jose,not exactly what I was expecting but not a bad product,not bad for beginners
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 Jun 2020,Lyllee,I got this to video chat with family. It's a nice product and it also has a great speaker for music too!,Nice!
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 Jun 2020,Jorge,Is the best thing i bought i  can talk to all my family without going out of my home,Great portal
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 Jan 2020,India,My mother loves this portal as she loves talking to family members near and far on Facebook and even better now she can call them and see them clearly and much bigger than on her phone. Would recommend this to product to everyone,Great camera for Parents
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 Jan 2020,Blackceezar,My girlfriend stays on it calling her family. She just figured the picture frame aspect of it the other day. The lack of apps is crazy but I get understand it. She is usually making calls or using Spotify with the Portal.,Great gift
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 Apr 2020,Tree,"I love this, it's easy to set up and so valuable to have, I can see my loved ones whenever I want, no matter where they are.",GREAT PRODUCT
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 May 2020,Thekish,"it even has alexa included but you can't make alexa calls with it, I mainly use it with whatsapp or facebook",great option or addition to the echo
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 Jul 2020,Merce990,"is perfect, I bought it for my grandson, he loves it.",Quality
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 May 2020,Kay59,We already had the biggest portal but bought this as a Mother’s Day gift.  We love the Portals!,Bought as gift
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,3,23 Sep 2020,GTRJay,These are ok. Not the greatest. A laptop would prolly be as good and the Facebook functioning is a bit of a hindrance and contacts who don’t use Facebook can’t be reached.,Meh
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,4,23 Oct 2020,Remi,Very happy with my purchase. Comes alive on my big screen TV.,Love it.
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 Jan 2020,Ashley,"Brought this for my mom and uncle since my uncle lives so far away and they aren’t to tech savvy with the phones to FaceTime, they work great!",Love these!
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 May 2020,Denny,I got it as a gift for my wife. She is very pleased with it. The only issue is that it takes a while to figure out all of the extra things it can do. The good news is that it can do a lot of extra things.,Great for chats with the grandkids.
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 Jun 2020,Rock,i bought this for my mother (age 83) so she could visit with her great grandchildren during the shut down.  I was surprised as to the clarity of sound and picture.,Great way to keep in touch during COVID
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 Sep 2020,MurkFest,Got it for my mother in another state and it's cool,Great mom love it
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 Dec 2019,WorkingMom,Love the Facebook Portal! It’s a great way for my daughter to keep in touch with family who lives states away! My mother can read to her using the stories feature! We love that the camera can follow my busy 5 year old daughter around the room!! The Facebook portal is a great way to invite friends and family into your home when you are near and far from each other!,Great way to keep in touch!
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 May 2020,grandpartie,Purchased one for my wife and one for my daughter for mothers day. Devices have been in use since day one and allow us to communicate better and have more fun with some of the apps.,Great Device to stay in touch with Family
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 Jul 2020,Jeff226,My mother loves it!!  what a great present for older people who want to stay connected and struggle with technology.,Wonderful!
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 May 2020,Watson,"Bought for my mom so we could communicate more regularly. The camera quality is very good. She loves it. 

It is a bit invasive, which I find slightly disturbing.. but it is a quality product.",Bought as a gift and was a huge hit
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 Aug 2020,Marylou,This was the perfect gift for my grandchildren. We can see each other day.,Good for grandchildren
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 May 2020,Elnumerounoabuelo98,We got this for my dad so he could be more connected to his family during this pandemic. It is a great addition for him and keeps him in touch with us all. Great purchase!!!,Great for 98 year old who has no tech experience
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 May 2020,teddy,"Enjoy it, does things other gadgets don’t do as easily",Interesting toy
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 Dec 2019,Fxyfox,Perfect gift for someone who isn't tact savvy when it comes to electronics.  I bought this for my mom so she can have a conversation with me face to face.,Perfect for beginners
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 May 2020,HOFFMAN0709,Got this for my parents when they travel. Works great,Awesome
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 Apr 2020,oldschoolfun,This has brought my family back together especially now thank you,Facebook smart video
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,3,23 Sep 2020,DanaMazing,Wish it ere possible to reach geek squad without going thru 15 min of recorded messages. So much for customer service!!!!!,Not unboxed at this time
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,4,23 Jan 2020,DeeDee,"Unfortunately, the person you want to video call must have a Facebook account, hopefully it won't be necessary in the near future.",Excellent for long distance phone calls
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 Feb 2020,Galerod,"Nice and compacted, great technology to keep in touch with family members. Great price! Great video!",Fantastic for keeping in touch with family
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 Jan 2020,Ruth,My grandson got this for part of his Christmas presents from us. He loves it.  Set it up as soon as he got home.,Gift for my grandson
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 Jan 2020,1234,Fairly easy to set up and use.  Now we can call/message our mom and she can see us and feel part of it all.,"great  ""grandma"" tool"
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 Jan 2020,Chuck,"Bought it for my mom who is 87. She can know video chat with her kids, grandkids, and great grandchildren",Works great
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 Jan 2020,Citizenarcane,Nice for Facebook friends. Not so nice when you call to order a pizza in the nude and the store has a portal as well. Do not set on auto connect!  Otherwise anyone can see your toppings or bottoms!,"Go,go, go Facebook gadget!"
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,4,23 Mar 2020,readytoretire,I set the Portal on the kitchen table so I can keep up to the program I want even I was busy cooking or cleaning. It is great device.,great tool for busy housewife
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 Sep 2020,KikiC2020,This helped keep us together while apart during quarantine. Able to stay in contact with family and friends. Also like ability to put pictures to show on display when not in use as video chat,BEST purchase
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 Oct 2020,angie,Really liked it i was able to communicate during pandemic,Great way to communicate
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 May 2020,Bass,"Love that I can keep in touch with my brothers, mother and mother in law during quarantine!",Fun for families!
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 May 2020,Burwell,We love this product! It has been a valuable tool to keep in touch with family all over the country!,Wonderful to keep in touch
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 May 2020,HappyNanci,I love its looks but do not know how to useit yet waiting for my daughter to come show me how,Great Portal
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 Jun 2020,Angelo,"Great product, great service and great buying experience. Would highly recommend.",Great product for face timing and connecting
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,4,23 Jun 2020,Lissa,"It is really to set and super simple to use.  It works great, even if you don't have Facebook.",Really great device for starters!
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 Jun 2020,Blondie1,I bought for my mother for mother's day and she really likes it,Great
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 Jan 2020,TexasJordan210,"Got for the wife for Christmas, she loves it. She can control the Nest thermostat, see who’s at the door with the Ring doorbell, and she can video call friends and family while in the kitchen cooking.",Great for hands free ppl
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 Jan 2020,Rawbeshoes,"I bought 5 of these and distributed them to friends for the holidays. It was a great gift to them and also to myself because we can all
Keep in touch even though we live in different states",Great to keep in touch
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 Jun 2020,Shorins,I use this every day to keep in contact with my kids.. love it,use every day
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 May 2020,Happywife,This portal is so great for keeping the in touch with our grandson!,Fantastic!
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,4,23 Jun 2020,Shahs,"Its fun chatting with family and friends, also music",It's fun and can chat with family
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,4,23 Mar 2020,Dreamer,Got for my parents and they enjoy using it especially since  they can move around and still chat without having to hold the phone,For the parents
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 May 2020,TeeM,We bough this to stay in touch with grandparents out of state.  They love it,Great gift
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 Feb 2020,Rock007,"If you love Facebook this is the item for you..But it as a collection of apps to keep you well entertain, also WhatsApp is an add plus.",If Facebook is for you
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 May 2020,Donna,My mother loves this it allows us to communicate on a face to face bases.,Another awesome present for my mom to communicatio
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 May 2020,Justamom,This is a great way for friends and families to stay in touch.,Great to keep in touch
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 Jun 2020,Timothy,I gave this as a gift and it was much apppreciated.,Great device
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,5,23 May 2020,AP33,Great to connect with friends and family and fun to use,Fun
"Facebook - Portal Mini Smart Video Calling 8"" Display with Alexa - Black",1,4,23 Jun 2020,MastaPRocks,Good quality camera and fun for the whole family!!,Everything works good
